vf_precinct_id,vf_precinct_county,vf_precinct_ward,vf_precinct_name,vf_precinct_code,vf_precinct_count
221838,BULLOCH,2,05 - Stilson,5,909
221821,CRAWFORD,4,District 4,4,823
222399,WILKES,3,3A - Edward B Pope Center,03A,566
222713,JONES,2,07 - White,7,171
222165,COLQUITT,6,0014 - Hopewell,14,759
22372,FULTON,2,ML04,ML04,1292
221653,CHARLTON,5,5F - Folkston Fire Statio,05F,467
221176,GWINNETT,1,080 - Baycreek C,80,2135
22588,COBB,,MR6A - Marietta 6a,MR6A,1546
221503,HOUSTON,1,MALL - Houston Mall,MALL,1621
222788,CLINCH,3,Argyle,AG,203
222818,,,,,2
221890,GWINNETT,4,052 - Berkshire G,52,1048
221452,COBB,7,CH03 - Cheatham Hill 03,CH03,1581
22844,FORSYTH,4,33 - Keith Bridge,33,1452
2211,FAYETTE,LRG,34 - Rising Star,34,1689
221853,COBB,7,KP03 - Kemp 03,KP03,804
22192,CHATHAM,5,5-11C - Largo-Tibet Elementa,5-11C,1395
22461,COLUMBIA,3,017 - Patriots Park,17,1643
22522,FULTON,1,RW02,RW02,1760
2281,COBB,7,FO01 - Fair Oaks 01,FO01,1859
22186,DEKALB,3,CR - Cedar Grove Middle,CR,997
222273,FULTON,6,SC23,SC23,12
221533,WARE,4,405 - Haywood,405,285
222592,HEARD,2,Glenloch,GLE,178
221645,DECATUR,3,514 - Bdge-Fairgrounds,514,1812
22245,GLYNN,1,1373 - Sterling Elemen,1713,1872
221433,CAMDEN,4,11 - Mary Lee Clark,11,1624
222007,HENRY,4,55 - Kelleytown,55,1279
221027,PICKENS,LRG,01 - Yellow Creek,1,1461
222441,LINCOLN,4,4-A - Bethany Church,04-A,312
221982,RICHMOND,1,110,110,211
221147,WALKER,5,1818 - Chickamauga,1818,3334
222174,FANNIN,LRG,Mineral Bluff,MINE,775
221594,CHATHAM,7,7-9 C - Southwest Baptist Ch,7-9 C,1098
222616,HABERSHAM,LRG,07 - Deep Creek,7,634
222068,TATTNALL,2,5 - District II,5,1372
221430,MADISON,2,Pittman,PIT,877
22536,DEKALB,,CV - Clairemont East (Dec),CV,1390
222093,NEWTON,5,14 - Leguinn,14,878
221616,JACKSON,,N0255 - Minish,N0255,1179
222063,HENRY,1,26 - Tussahaw,26,1384
222433,FULTON,4,CH05,CH05,199
222331,RICHMOND,8,801,801,239
222330,GREENE,1,006 - White Plains,6,202
2299,SPALDING,2,04 - Third Ward,4,664
22105,BEN HILL,4,2 - West,2,1853
221403,CLAYTON,3,OAK4 - Oak 4,OAK4,1899
222013,FULTON,2,AP02B,AP02B,284
222641,CHATTOOGA,LRG,1083 - Coldwater,1083,130
22748,CLAYTON,2,JB01 - Jonesboro 1,JB01,2033
2212,FULTON,2,ML03,ML03,1609
221488,BULLOCH,4,03 - Hagin,3,1074
221153,FAYETTE,LRG,08 - Morning Creek,8,1194
221679,MONROE,6,03 - Burgays,3,920
221194,MADISON,1,ILA,ILA,722
222479,GLYNN,5,5913 - College Place B,5913,272
221207,COBB,5,EL03 - Elizabeth 03,EL03,961
222519,BANKS,5,0013 - Wilmonts,13,265
221777,GWINNETT,4,014 - Garners A,14,1438
221159,RICHMOND,4,402,402,1162
222269,DEKALB,7,RJ - Rowland Road,RJ,869
221435,COLUMBIA,1,111 - Lakeside Middle,111,1014
221468,LAURENS,2,12 - Dudley,12,484
2240,GWINNETT,3,022 - Pinckneyville C,22,908
221061,CHATTAHOOCHEE,LRG,1 - Activity Center,1,2570
22557,FULTON,7,RW22A,RW22A,2326
22100,DEKALB,5,CB - Canby Lane Elem,CB,775
222443,DOOLY,2,08 - Pinehurst,8,300
222726,COOK,4,Riverbend,RB,602
22163,FULTON,3,SS03,SS03,883
22767,RICHMOND,6,603,603,1006
222339,WORTH,4,14 - County Line,14,413
222523,TATTNALL,1,2 - Longview,2,117
221463,HOUSTON,2,TWPK - Ted Wright Memorial Park Bldg.,TWPK,1409
222043,MONROE,5,12 - Middlebrooks,12,598
22865,CARROLL,2,650 - Temple City,650,1355
222129,MURRAY,LRG,1895 - Spring Place,1895,1787
221384,HENRY,5,46 - Shakerag,46,1655
22329,CHEROKEE,5,007 - Booth,7,1546
221872,GLYNN,1,1923 - Marshes of Glyn,1923,1295
221849,MITCHELL,3,CS - Camilla South,CS,1783
222625,COFFEE,2,6 - West Green,6,474
221487,CHATHAM,6,6-9 C - Trinity Lutheran Ch,6-9 C,1762
22954,DADE,4,1889 - West Brow,1889,611
2230,CLAYTON,4,OAK1 - Oak 1,OAK1,1356
22874,WHITFIELD,LRG,NI - Ninth,NI,1217
2241,FULTON,,07C,07C,2174
222297,MURRAY,LRG,1013 - McDonald,1013,1266
221915,MCDUFFIE,5,135 - Salem Road,135,1256
222300,MURRAY,LRG,872 - Carters-Doolittle,872,1074
221409,UPSON,5,1610 - Atwater,1610,662
221784,NEWTON,3,23 - Fairview,23,1299
221522,MUSCOGEE,6,127 - Psalmond/Mathew,127,2535
221977,HABERSHAM,LRG,11 - Falling Water,11,383
221097,DADE,3,1038 - South Dade,1038,476
222482,FULTON,,01C2,01C2,4
222044,FULTON,1,ML012,ML012,235
22207,FULTON,3,SS16,SS16,977
221442,THOMAS,6,115 - Ochlocknee,115,664
221875,DEKALB,3,KA - Kelley Lake Elem,KA,1255
22747,CLAYTON,3,RD10 - Riverdale 10,RD10,1828
22311,FAYETTE,LRG,20 - Windgate,20,581
222630,WILKES,4,4B - Tignall Sch Lunch Rm,04B,473
222010,STEPHENS,LRG,7 - Wolf Pit,7,1171
222424,BERRIEN,4,11062 - West Berrien,11062,483
22504,GWINNETT,1,152 - Rockycreek C,152,1689
22823,GWINNETT,4,047 - Cates G,47,1021
221361,GLYNN,1,1943 - Glyndale School,1943,1101
22934,FULTON,3,EP072,EP072,1334
22815,BRYAN,6,10 - Danielsiding,10,940
221281,COWETA,4,23 - Cannongate,23,1464
222017,JACKSON,4,1704 - Center,1704,454
222463,FANNIN,LRG,Hemptown,HEMP,528
221383,GWINNETT,5,113 - Pinckneyville V,113,783
222767,THOMAS,5,112 - Merrillville,112,368
22340,DEKALB,4,RD - Rehoboth,RD,1073
222251,WALTON,2,503 - Blasingame,503,464
222477,OGLETHORPE,2,GS - Goosepond,GS,276
22395,MADISON,3,Hull,HUL,1777
22661,BARTOW,3,05 - Beavers Drive,5,2221
22428,RICHMOND,5,504,504,1047
22112,GWINNETT,5,059 - Pinckneyville N,59,2128
221115,OCONEE,LRG,09 - Bogart,9,969
222075,BEN HILL,6,5 - Special West,5,1323
222281,FULTON,4,SC30A,SC30A,89
22666,DEKALB,1,KB - Kingsley Elem,KB,1344
222681,TOOMBS,3,1192 - Blue Ridge,1192,251
221358,CHATHAM,7,7-5 C - Woodlawn Baptist Ch,7-5 C,802
222065,JEFF DAVIS,300,302 - Blackburn 2,302,354
22668,GWINNETT,4,064 - Garners D,64,1812
222741,FULTON,1,RW12C,RW12C,39
222158,WALTON,2,502 - Jersey,502,725
221457,FANNIN,LRG,Toccoa,TOCC,1631
22300,FULTON,,07J,07J,1712
221339,HENRY,5,54 - Stockbridge Central,54,2255
22413,CHATHAM,2,2-4 C - Fellowship of L,2-4 C,1526
222707,BROOKS,2,PR 08,659,358
22264,FULTON,,04X2,04X2,385
221624,DEKALB,3,MD - McNair Middle,MD,1017
221579,BALDWIN,3,319 - West Baldwin,319,853
221282,LIBERTY,3,04 - Walthourville,4,1614
22209,DEKALB,2,CJ - Clairmont Hills,CJ,1972
221593,JACKSON,1,0248 - Randolph,248,2284
221885,RICHMOND,4,406,406,971
221888,SCREVEN,3,09 - Academy Sch Gym,9,521
222466,MADISON,4,Collins,COL,296
221035,CHEROKEE,3,028 - Mountain Road,28,1239
222674,EMANUEL,3,1452 - Cowford,1452,231
22826,LEE,5,#10 Redbone,10,2220
222388,JASPER,2,363 - Shady Dale,363,256
221807,HART,2,5 - Reed Creek,5,1364
22613,MERIWETHER,2,07 - Luthersville,7,1278
22153,DEKALB,6,RH - Redan-Trotti Library,RH,1601
222778,BROOKS,3,PR 03,1230,201
222012,DEKALB,,RN - Renfroe Middle (Dec),RN,713
22206,FULTON,,07A,07A,3286
22854,DEKALB,1,MQ - Mount Vernon East,MQ,1301
222157,WORTH,3,15 - Isabella,15,685
221400,DEKALB,,PG - Ponce De Leon (Dec),PG,1245
222631,OGLETHORPE,2,GL - Glade,GL,166
222355,FANNIN,LRG,Sugar Creek,SUGC,1021
222286,CHATHAM,3,3-15C - Eli Whitney School,3-15C,310
222805,APPLING,1,01D,01D,74
221134,CHEROKEE,6,010 - Canton,10,2569
222244,HABERSHAM,LRG,12 - Batesville,12,259
222513,FULTON,3,EP07A,EP07A,1
222711,WILCOX,2,2B - Pineview #2,02B,325
22792,FULTON,4,SC04,SC04,456
222518,STEPHENS,LRG,5 - Currahee,5,201
221928,UPSON,7,0470 - The Jug,470,208
221196,GWINNETT,4,081 - Cates L,81,1723
222490,COOK,5,Massee,M,421
2254,FULTON,,02G,02G,1713
221525,TALBOT,5,03 - Junction City,3,221
22724,DADE,3,960 - Trenton,960,1621
22190,BULLOCH,4,14 - Church,14,3048
221659,FULTON,5,JC17,JC17,164
221992,WHITFIELD,,03A - City Park School Gym,03A,1025
221327,DEKALB,3,PA - Peachcrest Elem,PA,994
222493,JOHNSON,3,1301 - Bray,1301,381
221337,WAYNE,2,2C - Empire,02C,499
222199,DECATUR,5,1325 - Recovery,1325,376
221656,GWINNETT,4,069 - Cates J,69,1321
22121,MUSCOGEE,6,121 - Blackmon,121,1551
22187,BIBB,1,EM4 - East Macon 4,EM4,1838
222189,FULTON,6,SC211,SC211,434
221524,GWINNETT,1,015 - Lawrenceville A,15,1688
22332,COBB,6,SN2A - Smyrna 2a,SN2A,1570
222420,JONES,2,05 - Pope,5,855
221906,FULTON,4,SC05A,SC05A,258
22759,TROUP,4,07 - East Vernon,7,1439
221483,PICKENS,LRG,12 - Refuge,12,1081
22834,MUSCOGEE,3,111 - Muscogee/Spence,111,3447
22642,CHATHAM,7,7-10C - Progressive Rec Ctr,7-10C,1688
222601,MADISON,4,Paoli,PAO,110
221177,FULTON,,11H,11H,948
221111,FULTON,2,AP07B,AP07B,601
222306,SPALDING,3,01 - Second Bapti,1,1156
22989,PEACH,4,F1 - Fort Valley #1,F1,1471
2210,FULTON,,06B,06B,1101
222486,WHITE,LRG,011 - Blue Creek,11,1071
221465,HOUSTON,3,HEFS - Henderson Fire Station,HEFS,501
222317,MORGAN,4,04 - Madison South,4,743
221161,MADISON,2,Danielsville,DAN,1312
22988,COBB,3,SW01 - Sweetwater 01,SW01,1459
22107,TIFT,4,04 - Chula,4,646
22131,BIBB,4,HA3 - Hazzard 3,HA3,2231
222328,GREENE,2,004 - Union Point,4,726
222374,BRANTLEY,LRG,8 - Calvary,8,846
221573,BARROW,5,2,2,1216
221145,TROUP,4,01 - Hollis Hand,1,1953
221753,FULTON,6,SC17C,SC17C,791
221963,DOUGHERTY,2,26 - Lamar Resse Ele,26,497
222354,DODGE,3,Mitchell,MITCH,192
22477,GWINNETT,2,142 - Suwanee F,142,1492
2258,GWINNETT,3,054 - Sugar Hill C,54,1893
22140,GWINNETT,5,150 - Duluth K,150,1442
22271,DEKALB,3,SG - Snapfinger Elem,SG,736
22133,ROCKDALE,,SH - Sheffield,SH,1117
22597,COBB,,MR4B - Marietta 4b,MR4B,1537
221473,GWINNETT,4,120 - Berkshire P,120,720
22782,COLQUITT,3,0012 - Hamilton,12,386
222658,BANKS,3,0008 - Grove River,8,228
226,FULTON,,02L1,02L1,3511
22779,BARROW,5,12,12,1175
222670,HANCOCK,3,Mayfield A,03A,320
221224,FULTON,,10F,10F,516
22488,GWINNETT,4,065 - Berkshire H,65,823
221635,HALL,4,018 - Bark Camp,18,1235
22704,SUMTER,9,C1-27 - Rees Park,C1-27,1722
222696,EMANUEL,2,0058 - Stillmore,58,377
22169,FULTON,,07K1,07K1,1238
222703,WARREN,4,6 - Pan Handle,6,52
221793,HALL,4,017 - Quillians,17,1067
221076,HALL,1,012 - Candler,12,2148
22743,CLAYTON,7,RD07 - Riverdale 7,RD07,1333
22179,DEKALB,,LE - Mary Lin Elem (Atl),LE,1668
22628,COWETA,4,21 - White Oak,21,1903
222086,PIKE,2,5 - Second District,5,1058
22990,BARTOW,1,15 - White,15,1038
221764,FULTON,,12G,12G,414
22640,FULTON,,11E2,11E2,1844
221748,RICHMOND,5,505,505,676
221131,CHATHAM,1,1-5 C - Jea Building,1-5 C,1132
22643,COWETA,3,20 - Expo Center,20,903
221863,CHATHAM,5,5-10C - Jonesville Bapt Ch,5-10C,1585
222517,TREUTLEN,1,Orland,ORLA,146
222588,GRADY,1,L - Limesink,L,184
221321,JASPER,1,295 - Monticello,295,1718
221126,OCONEE,LRG,12 - Civic Center,12,1643
221926,RICHMOND,5,502,502,216
222077,BIBB,6,HO5 - Howard 5,HO5,803
221073,HOUSTON,5,BON - Bonaire Elementary School,BON,1731
22524,GWINNETT,5,103 - Berkshire L,103,1557
22452,FULTON,,04E,04E,1416
22237,FULTON,7,SS26,SS26,2596
222503,BRANTLEY,LRG,3 - Waynesville,3,1342
222095,CHATHAM,8,8-3 C - Silk Hope Bapti,8-3 C,441
221731,DADE,2,1222 - Davis,1222,1056
22129,CLAYTON,6,JB03 - Jonesboro 3,JB03,1588
222271,FULTON,,03S,03S,323
2266,CHATHAM,2,2-7 C - Christ Community Ch,2-7 C,1158
222024,BIBB,1,EM2 - East Macon 2,EM2,871
222734,CLAY,2,2 - Zetto,2,200
221527,PIERCE,1,0001 - Hacklebarney/Cason,1,1566
22896,HARALSON,2,03 - Buchanan,3,1096
22884,WALTON,2,559 - Good Hope,559,704
22803,COBB,7,LM01 - Lost Mountain 01,LM01,1548
22197,FULTON,3,SS08B,SS08B,570
22425,PAULDING,LRG,07B - Hope Church,07B,3192
22490,CLAYTON,3,RD08 - Riverdale 8,RD08,1108
22903,FLOYD,LRG,055 - Glenwood,55,1637
222476,BRYAN,3,01 - Pembroke West,1,1192
222415,GRADY,3,D - Duncanville,D,233
222190,CHARLTON,2,2 - Folkston,2,581
222708,MONTGOMERY,1,04 - Kibbee,4,256
22618,RICHMOND,3,301,301,1282
222810,IRWIN,4,1753 - Holt,1753,121
222254,FULTON,,04A,04A,638
222274,FULTON,4,SC29B,SC29B,167
222799,DODGE,2,Plainfield,PLAIN,221
222139,EFFINGHAM,5,05C,05C,668
22712,DEKALB,7,RG - Rowland Elem,RG,1697
221530,COBB,5,DV01 - Davis 01,DV01,826
222207,DOUGHERTY,3,24 - Albany Middle S,24,872
221559,BARTOW,4,08 - Euharlee,8,1499
221216,GWINNETT,1,084 - Lawrenceville G,84,1175
22694,CLAYTON,1,LJ4 - Lovejoy 4,LJ4,1575
221517,LIBERTY,4,13 - Button Gwinnett,13,1720
22831,SPALDING,4,19 - First Assembly,19,1228
222426,LAURENS,5,16 - Rural Fire Sta #17,16,983
222579,COLQUITT,5,0013 - Hartsfield,13,201
22586,CHEROKEE,4,023 - Kellogg,23,2201
222245,HARRIS,5,WA - Waverly Hall,WA,1148
222320,FANNIN,LRG,Hothouse,HOTH,558
22959,UPSON,4,0555 - Redbone,555,2188
22971,OCONEE,LRG,01 - Annex,1,920
22266,COBB,6,VG01 - Vinings 01,VG01,1022
221472,MUSCOGEE,7,122 - First African,122,1331
221482,DEKALB,7,LH - Lithonia High,LH,1412
22867,CARROLL,1,641 - V R County North,641,2148
221917,LAURENS,4,05 - Fire Dept Sta,5,1548
22982,WALKER,5,0944 - Rock Spring,944,2992
222249,GILMER,LRG,01 - Ellijay South,1,1352
222220,TOOMBS,5,43 - Cedar Crossing,43,523
222731,DECATUR,2,1361 - Climax,1361,557
22278,COBB,6,TM01 - Terrell Mill 01,TM01,2762
221989,TWIGGS,3,GI - Golden Isles,GI,826
221829,RICHMOND,1,111,111,574
222751,IRWIN,1,1670 - Fletcher,1670,197
22123,DEKALB,2,BI - Brookhaven,BI,1635
221108,GWINNETT,3,048 - Duluth B,48,1615
221617,FULTON,,12A,12A,372
222084,LIBERTY,1,01 - Riceboro,1,488
222168,HEARD,5,Franklin,FRA,999
222342,JEFFERSON,4,0076 - Stapleton Crossroads,76,198
22750,LOWNDES,,03 - Trinity Presbyterian Church,3,3777
22134,GILMER,LRG,07 - Boardtown,7,590
222357,WAYNE,2,2A - Screven,02A,721
221740,RICHMOND,1,103,103,869
222714,HARALSON,2,07 - Felton,7,152
222218,CHARLTON,3,3B - Bend Fire Station,03B,243
222612,WILKINSON,3,04 - High Hill,4,79
221576,CHATHAM,8,8-2 C - Bull Street Baptist,8-2 C,1108
221778,BACON,6,Warnock,WARNO,189
221948,DEKALB,4,LV - Livsey Elem,LV,712
22778,DOUGHERTY,6,20 - Putney 1st Bapt,20,1342
22400,ROCKDALE,,MI - Milstead,MI,1781
222455,WALTON,7,414 - Gratis,414,485
221048,GWINNETT,2,060 - Lawrenceville D,60,2556
221714,HALL,2,010 - Morgan II,10,1355
22189,FULTON,3,SC30B,SC30B,743
222080,DOUGHERTY,3,15 - Phoebe Education,15,1046
221737,TOOMBS,,514 - S.T.I.A.L.C.,514,820
22208,DEKALB,4,HB - Hawthorne Elem,HB,2332
221158,RICHMOND,4,405,405,1234
222311,FULTON,3,SS29,SS29,2
222178,TALBOT,5,04 - Geneva,4,259
222081,THOMAS,,105 - Douglass,105,1291
222310,FULTON,3,SS11D,SS11D,186
22927,DEKALB,1,DA - Doraville North (Dor),DA,1780
221418,CHEROKEE,3,043 - Woodlands,43,1469
222260,BIBB,5,VV3 - Vineville 3,VV3,1599
222116,PULASKI,1,North Precinct,NORTH,1436
222551,UNION,LRG,06 - Trackrock,6,491
22331,FULTON,2,JC14,JC14,1054
222325,HABERSHAM,LRG,13 - Fair Play,13,775
222435,CRISP,LRG,Jamestown,JAMES,599
221317,FULTON,,04B,04B,1449
221553,CHEROKEE,6,041 - Waleska,41,1209
22135,FULTON,,02B,02B,1485
221098,HALL,,027 - Gainesville IV,27,1441
221877,WALTON,2,1675 - Whatley,1675,461
22592,CLAYTON,6,JB18 - Jonesboro 18,JB18,1417
221927,CHEROKEE,6,033 - Salacoa,33,274
222520,COLUMBIA,3,050 - G W Jones Center,50,316
222403,GILMER,LRG,10 - Ellijay North,10,871
221572,RICHMOND,7,701,701,1175
2280,CLAYTON,6,JB10 - Jonesboro 10,JB10,1500
222296,WHITFIELD,LRG,ES - Eastside,ES,925
221798,FULTON,,01G,01G,959
222798,DODGE,2,Yonker,YONKE,123
22754,COOK,4,New Life,NL,554
22128,FULTON,5,JC06,JC06,1398
22125,CARROLL,3,1540 - Fairfield,1540,1549
222719,TOOMBS,6,39 - Newbranch,39,247
22423,DEKALB,5,PR - Panola Road,PR,993
22389,ROCKDALE,,SA - Salem,SA,1557
221585,CAMDEN,4,12 - South Saint Marys,12,1107
221381,GWINNETT,4,011 - Berkshire A,11,1190
22495,DEKALB,3,MO - Midway Elem,MO,1461
22698,DOUGHERTY,5,07 - Darton College,7,1923
222690,LAURENS,5,08 - Burch,8,199
222204,WARE,7,304 - 1231-150c,304,584
22482,DEKALB,4,MH - Midvale Elem,MH,918
22855,DEKALB,1,DB - Doraville South (Dor),DB,772
221595,CLAYTON,9,MO2 - Morrow 2,MO2,976
22707,DEKALB,3,CT - Covington Hwy Library,CT,765
222383,JACKSON,1,1407 - Hoschton,1407,559
222265,FULTON,6,EP10B,EP10B,100
222730,CLAY,1,1 - Bluffton,1,191
2255,GWINNETT,2,098 - Goodwins F,98,1257
22976,LUMPKIN,LRG,North East,NE,922
22241,HENRY,3,61 - McDonough Central,61,1752
222817,TATTNALL,,15361,15361,1
222256,FULTON,,06L2,06L2,172
221066,WALTON,2,418 - Social Circle,418,1877
222692,DODGE,1,Eddins,EDDIN,520
22944,DOUGLAS,2,732 - Stewart,732,1243
221104,BARTOW,2,18 - Woodland High,18,649
221072,FULTON,,11M,11M,1413
22342,FULTON,7,AP01C,AP01C,920
222192,BRANTLEY,LRG,5 - Hickox,5,505
2259,DEKALB,,OK - Oakhurst (Dec),OK,1311
22790,CARROLL,,714A4 - University Of W. Ga,714A4,935
221491,DEKALB,5,MZ - Miller Grove High,MZ,1490
222569,TATTNALL,5,9 - District V,9,1018
22362,FULTON,7,RW21A,RW21A,1506
22601,CLAYTON,1,LJ3 - Lovejoy 3,LJ3,2515
22612,WAYNE,1,1C - Oglethorpe,01C,863
222507,MERIWETHER,4,03 - Gill II,3,557
2238,CHATHAM,4,4-15C - Skidaway Island Stat,4-15C,881
221255,FULTON,,02X,02X,705
221294,DEKALB,,CN - Coan Middle,CN,1895
2252,GWINNETT,5,020 - Pinckneyville A,20,1306
22476,CHEROKEE,2,038 - Union Hill,38,1381
22297,GWINNETT,3,006 - Goodwins A,6,1579
221727,JACKSON,,S0245 - Jefferson,S0245,1824
22635,HALL,4,020 - Chestatee,20,1443
222138,WAYNE,1,1B - Madray Springs,01B,538
2239,FORSYTH,5,08 - Mashburn,8,2205
222308,TOWNS,LRG,1468 - Young Harris,1468,1495
22705,GWINNETT,1,146 - Baycreek H,146,2015
221962,DOUGHERTY,3,17 - Jackson Heights,17,1301
222647,FRANKLIN,LRG,12 - Flintsville,12,318
221818,LIBERTY,6,02 - Hinesville,2,1186
22511,OCONEE,LRG,02 - Colham Ferry,2,655
22447,PAULDING,LRG,13B - Nebo Elementary School,13B,3450
22610,FULTON,,07N,07N,1418
221306,WALTON,7,250 - Walker Park,250,1538
22863,CARROLL,,714A3 - Bonner,714A3,1559
221303,HALL,3,003 - Oakwood I,3,1278
221423,CHATHAM,7,7-7 C - Rothwell Baptist Ch,7-7 C,2546
22270,FULTON,,12C,12C,781
22405,DOUGLAS,4,729 - Golden Methodist Ch,729,2008
22983,BRYAN,6,09 - Public Safety C,9,1070
2228,FULTON,1,RW18,RW18,978
22236,GWINNETT,4,122 - Rockbridge G,122,2132
221720,GLYNN,1,1933 - Satilla Marsh S,1933,1038
2215,THOMAS,6,113 - Metcalfe,113,173
222685,UPSON,2,0589 - Salem,589,194
222258,PICKENS,LRG,05 - Ludville,5,285
222113,FULTON,6,EP01A,EP01A,298
22418,DEKALB,4,HC - Henderson Mill Elem,HC,1532
2226,HABERSHAM,LRG,09 - Baldwin,9,648
221979,SPALDING,4,10 - Carver,10,812
22321,COBB,4,KL01 - Kell 01,KL01,822
22838,COBB,7,KP02 - Kemp 02,KP02,1656
222662,BULLOCH,7,08 - Sinkhole,8,218
221443,FULTON,,10A,10A,1204
22800,DOUGLAS,4,738 - St Julians Episcopal,738,997
22382,BARTOW,2,02 - Allatoona,2,2040
222064,CHATHAM,6,6-5 C - Windsor Forest Golde,6-5 C,918
221412,RICHMOND,8,808,808,1014
22116,FULTON,2,AP12A,AP12A,1565
221647,MCDUFFIE,6,133B - Dearing Gym,133B,1317
221587,FULTON,6,EP11A,EP11A,814
22978,WHITFIELD,LRG,VA - Varnell,VA,2376
221029,GWINNETT,3,099 - Pinckneyville T,99,1387
221244,FULTON,6,EP10A,EP10A,707
222156,IRWIN,3,1388 - Minnie,1388,135
22664,COLUMBIA,2,120 - Gold Cross Ems,120,1065
22673,DEKALB,5,SL - Stoneview Elem,SL,1062
221353,COBB,3,MA02 - Mableton 02,MA02,1328
22396,FAYETTE,LRG,26 - Willow Pond,26,1062
221169,GWINNETT,1,145 - Baycreek G,145,1697
22489,COBB,7,OR06 - Oregon 06,OR06,1227
221634,UNION,LRG,10 - Coosa,10,1068
221857,FULTON,5,JC15,JC15,422
222590,BURKE,1,0006 - Keysville,6,228
221378,FULTON,,10E,10E,472
2297,GWINNETT,4,045 - Garners B,45,1377
22780,CHATHAM,4,4-4 C - Lighthouse Bapt Ch,4-4 C,1128
221387,FULTON,2,ML05,ML05,2319
22757,COBB,4,BF02 - Bells Ferry 02,BF02,1364
222425,MADISON,2,Poca,POC,480
221357,NEWTON,3,03 - Almon,3,1682
222058,GWINNETT,4,109 - Berkshire M,109,665
222039,CATOOSA,1,Lakeview,LAKE,2061
22194,FULTON,,08A,08A,1283
22930,HENRY,5,56 - Lighthouse,56,1478
222565,WILKES,2,2B - Metasville Fire Sta,02B,319
22852,CATOOSA,1,Ft Oglethorpe,FT O,2341
222365,WASHINGTON,2,1350 - Warthen,1350,400
22991,FLOYD,LRG,125 - Vanns Valley,125,438
22371,GWINNETT,3,097 - Goodwins E,97,2121
221840,WHITE,LRG,101 - Town Creek,101,662
221586,GWINNETT,3,063 - Pinckneyville M,63,1013
222114,JEFFERSON,2,0077 - Matthews,77,320
221746,RICHMOND,1,106,106,654
22155,CHEROKEE,1,024 - Liberty,24,3293
22513,BALDWIN,5,318 - North Baldwin,318,1615
221240,GWINNETT,2,115 - Martins H,115,1991
222780,ECHOLS,,113,113,1
22455,NEWTON,2,10 - Downs,10,2472
221603,LAURENS,2,06 - Bailey,6,509
222689,JEFF DAVIS,200,202 - Altamaha 2,202,636
222710,RICHMOND,3,304,304,35
222549,LANIER,3,4 - Westside,4,380
22821,COWETA,3,25 - Northside,25,974
222492,FULTON,4,UC033,UC033,19
222468,STEWART,2,04 - Louvale,4,216
22377,DEKALB,4,TF - Tucker,TF,1481
22474,GWINNETT,5,066 - Pinckneyville O,66,1820
22652,FULTON,6,SC29A,SC29A,1307
222740,TREUTLEN,3,Blackville,BLAC,143
222396,MERIWETHER,3,10 - Lower 9th-Woodbury,10,694
22862,COWETA,1,06 - Sharpsburg,6,1811
22638,GORDON,LRG,1056 - Sonoraville,1056,2319
22688,CARROLL,7,1163 - Lowell,1163,636
222422,WILKINSON,4,08 - Midway,8,462
221783,CLAYTON,8,FP2 - Forest Park 2,FP2,1180
222151,WARE,6,200B - District 2b,200B,752
222377,TIFT,4,02 - Brighton,2,972
222431,SUMTER,4,O-26 - Plains,O-26,624
22560,RICHMOND,7,705,705,1229
222231,APPLING,5,05B,05B,308
222143,FULTON,2,ML07A,ML07A,269
222428,JEFFERSON,1,0083 - Wadley,83,1155
221107,DEKALB,6,SK - Shadow Rock Elem,SK,1758
22814,DOUGLAS,3,785 - Boundary Waters,785,1543
221490,DEKALB,6,RE - Rockbridge Elem,RE,1718
22309,COBB,7,OR05 - Oregon 05,OR05,1612
22143,FULTON,,01A,01A,1628
22330,DEKALB,4,HG - Hugh Howell,HG,766
221663,CLAYTON,1,LJ5 - Lovejoy 5,LJ5,1344
222795,TREUTLEN,3,Oglethorpe,OGLE,117
22836,BIBB,4,HO2 - Howard 2,HO2,1840
22224,FULTON,,06L1,06L1,639
221193,COWETA,3,12 - Panther Creek,12,1375
22302,DEKALB,7,MN - Memorial South,MN,1049
222185,FULTON,1,RW12B,RW12B,133
22438,DOUGLAS,2,1270 - Colonial Hills,1270,2315
22671,FULTON,4,FA01A,FA01A,3734
221763,COBB,5,EL04 - Elizabeth 04,EL04,1331
221545,GWINNETT,5,087 - Pinckneyville S,87,1342
222340,DOUGHERTY,2,11 - Alice Coachman,11,367
222371,GORDON,LRG,1054 - Sugar Valley,1054,648
221408,OCONEE,LRG,13 - City Hall,13,807
22662,COBB,4,BW01 - Blackwell 01,BW01,1053
222124,RANDOLPH,2,566 - Benevolence,566,223
2231,FULTON,2,JC04A,JC04A,1832
22958,THOMAS,,110 - Jerger,110,982
221237,FULTON,5,JC16,JC16,996
221626,DEKALB,5,BJ - Browns Mill Elem,BJ,1440
22605,FULTON,2,AP09A,AP09A,2007
221261,WALKER,5,1809 - Kensington,1809,758
222787,COLQUITT,5,0021 - Thigpen,21,127
22720,CLAYTON,2,JB17 - Jonesboro 17,JB17,1957
22527,GWINNETT,2,129 - Duncans B,129,1651
221369,COBB,2,SN3A - Smyrna 3a,SN3A,1931
22448,BULLOCH,5,11 - Statesboro,11,2940
221151,BIBB,3,GF5 - Godfrey 5,GF5,1067
