precinct_id,county,precinct_name,precinct_number,ward,polling_location_ids,source,INTERNAL_notes,,,,
331210280,FULTON,05B,05B,,441210172,GA Secretary of State Elections Division,,,,,
331210281,FULTON,05C,05C,,441210173,GA Secretary of State Elections Division,,,,,
331210282,FULTON,06A,06A,,441210174,GA Secretary of State Elections Division,,,,,
331210283,FULTON,06B,06B,,441210175,GA Secretary of State Elections Division,,,,,
331210284,FULTON,06D,06D,,441210176,GA Secretary of State Elections Division,,,,,
331210285,FULTON,06E,06E,,441210176,GA Secretary of State Elections Division,,,,,
331210286,FULTON,06F,06F,,441210177,GA Secretary of State Elections Division,,,,,
331210287,FULTON,06G,06G,,441210178,GA Secretary of State Elections Division,,,,,
331210288,FULTON,06H,06H,,441210179,GA Secretary of State Elections Division,,,,,
331210289,FULTON,06J,06J,,441210180,GA Secretary of State Elections Division,,,,,
331210290,FULTON,06K,06K,,441210178,GA Secretary of State Elections Division,,,,,
331210291,FULTON,06L1,06L1,,441210142,GA Secretary of State Elections Division,,,,,
331210292,FULTON,06L2,06L2,,441210142,GA Secretary of State Elections Division,,,,,
331210293,FULTON,06R,06R,,441210181,GA Secretary of State Elections Division,,,,,
331210294,FULTON,06S,06S,,441210182,GA Secretary of State Elections Division,,,,,
331210295,FULTON,07A,07A,,441210183,GA Secretary of State Elections Division,,,,,
331210296,FULTON,07B,07B,,441210184,GA Secretary of State Elections Division,,,,,
331210297,FULTON,07C,07C,,441210184,GA Secretary of State Elections Division,,,,,
331210298,FULTON,07D,07D,,441210185,GA Secretary of State Elections Division,,,,,
331210299,FULTON,07E,07E,,441210186,GA Secretary of State Elections Division,,,,,
331210300,FULTON,07F,07F,,441210187,GA Secretary of State Elections Division,,,,,
331210301,FULTON,07H,07H,,441210188,GA Secretary of State Elections Division,,,,,
331210302,FULTON,07J,07J,,441210189,GA Secretary of State Elections Division,,,,,
331210303,FULTON,07K1,07K1,,441210190,GA Secretary of State Elections Division,,,,,
331210304,FULTON,07K2,07K2,,441210190,GA Secretary of State Elections Division,,,,,
331210305,FULTON,07M,07M,,441210191,GA Secretary of State Elections Division,,,,,
331210306,FULTON,07N,07N,,441210189,GA Secretary of State Elections Division,,,,,
331210307,FULTON,08A,08A,,441210192,GA Secretary of State Elections Division,,,,,
331210308,FULTON,08B,08B,,441210193,GA Secretary of State Elections Division,,,,,
331210309,FULTON,08C,08C,,441210194,GA Secretary of State Elections Division,,,,,
331210310,FULTON,08D,08D,,441210195,GA Secretary of State Elections Division,,,,,
331210311,FULTON,08E,08E,,441210196,GA Secretary of State Elections Division,,,,,
331210312,FULTON,08F1,08F1,,441210197,GA Secretary of State Elections Division,,,,,
331210313,FULTON,08F2,08F2,,441210197,GA Secretary of State Elections Division,,,,,
331210314,FULTON,08G,08G,,441210198,GA Secretary of State Elections Division,,,,,
331210315,FULTON,08H,08H,,441210199,GA Secretary of State Elections Division,,,,,
331210316,FULTON,08J,08J,,441210199,GA Secretary of State Elections Division,,,,,
331210317,FULTON,08K,08K,,441210200,GA Secretary of State Elections Division,,,,,
331210318,FULTON,08L,08L,,441210201,GA Secretary of State Elections Division,,,,,
331210319,FULTON,08M,08M,,441210202,GA Secretary of State Elections Division,,,,,
331210320,FULTON,08N1,08N1,,441210203,GA Secretary of State Elections Division,,,,,
331210321,FULTON,08N2,08N2,,441210203,GA Secretary of State Elections Division,,,,,
331210322,FULTON,08P,08P,,441210204,GA Secretary of State Elections Division,,,,,
331210323,FULTON,09A,09A,,441210205,GA Secretary of State Elections Division,,,,,
331210324,FULTON,09B,09B,,441210206,GA Secretary of State Elections Division,,,,,
331210325,FULTON,09C,09C,,441210207,GA Secretary of State Elections Division,,,,,
331210326,FULTON,09D,09D,,441210208,GA Secretary of State Elections Division,,,,,
331210327,FULTON,09E,09E,,441210209,GA Secretary of State Elections Division,,,,,
331210328,FULTON,09F,09F,,441210210,GA Secretary of State Elections Division,,,,,
331210329,FULTON,09G1,09G1,,441210211,GA Secretary of State Elections Division,,,,,
331210330,FULTON,09G2,09G2,,441210211,GA Secretary of State Elections Division,,,,,
331210331,FULTON,09K,09K,,441210212,GA Secretary of State Elections Division,,,,,
331210332,FULTON,09L,09L,,441210213,GA Secretary of State Elections Division,,,,,
331210333,FULTON,09M,09M,,441210214,GA Secretary of State Elections Division,,,,,
331210334,FULTON,10A,10A,,441210215,GA Secretary of State Elections Division,,,,,
331210335,FULTON,10C,10C,,441210216,GA Secretary of State Elections Division,,,,,
331210336,FULTON,10D,10D,,441210217,GA Secretary of State Elections Division,,,,,
331210337,FULTON,10E,10E,,441210218,GA Secretary of State Elections Division,,,,,
331210338,FULTON,10F,10F,,441210219,GA Secretary of State Elections Division,,,,,
331210339,FULTON,10G,10G,,441210220,GA Secretary of State Elections Division,,,,,
331210340,FULTON,10H,10H,,441210221,GA Secretary of State Elections Division,,,,,
331210341,FULTON,10J,10J,,441210222,GA Secretary of State Elections Division,,,,,
331210342,FULTON,10L,10L,,441210223,GA Secretary of State Elections Division,,,,,
331210343,FULTON,10M,10M,,441210224,GA Secretary of State Elections Division,,,,,
331210344,FULTON,10P,10P,,441210225,GA Secretary of State Elections Division,,,,,
331210345,FULTON,10R,10R,,441210226,GA Secretary of State Elections Division,,,,,
331210346,FULTON,11A1,11A1,,441210227,GA Secretary of State Elections Division,,,,,
331210347,FULTON,11A2,11A2,,441210227,GA Secretary of State Elections Division,,,,,
331210348,FULTON,11A3,11A3,,441210227,GA Secretary of State Elections Division,,,,,
331210349,FULTON,11B,11B,,441210228,GA Secretary of State Elections Division,,,,,
331210350,FULTON,11C,11C,,441210229,GA Secretary of State Elections Division,,,,,
331210351,FULTON,11E1,11E1,,441210230,GA Secretary of State Elections Division,,,,,
331210352,FULTON,11E2,11E2,,441210230,GA Secretary of State Elections Division,,,,,
331210353,FULTON,11E3,11E3,,441210230,GA Secretary of State Elections Division,,,,,
331210354,FULTON,11E4,11E4,,441210230,GA Secretary of State Elections Division,,,,,
331210355,FULTON,11G,11G,,441210231,GA Secretary of State Elections Division,,,,,
331210356,FULTON,11H,11H,,441210232,GA Secretary of State Elections Division,,,,,
331210357,FULTON,11J,11J,,441210233,GA Secretary of State Elections Division,,,,,
331210358,FULTON,11K,11K,,441210234,GA Secretary of State Elections Division,,,,,
331210359,FULTON,11M,11M,,441210235,GA Secretary of State Elections Division,,,,,
331210360,FULTON,11N,11N,,441210236,GA Secretary of State Elections Division,,,,,
331210361,FULTON,11P,11P,,441210237,GA Secretary of State Elections Division,,,,,
331210362,FULTON,11R,11R,,441210238,GA Secretary of State Elections Division,,,,,
331210363,FULTON,12A,12A,,441210239,GA Secretary of State Elections Division,,,,,
331210364,FULTON,12B,12B,,441210239,GA Secretary of State Elections Division,,,,,
331210365,FULTON,12C,12C,,441210240,GA Secretary of State Elections Division,,,,,
331210366,FULTON,12D,12D,,441210241,GA Secretary of State Elections Division,,,,,
331210367,FULTON,12E1,12E1,,441210242,GA Secretary of State Elections Division,,,,,
331210368,FULTON,12E2,12E2,,441210242,GA Secretary of State Elections Division,,,,,
331210369,FULTON,12F,12F,,441210243,GA Secretary of State Elections Division,,,,,
331210370,FULTON,12G,12G,,441210244,GA Secretary of State Elections Division,,,,,
331210371,FULTON,12H,12H,,441210245,GA Secretary of State Elections Division,,,,,
331210372,FULTON,12J,12J,,441210246,GA Secretary of State Elections Division,,,,,
331210373,FULTON,12L,12L,,441210247,GA Secretary of State Elections Division,,,,,
331210374,FULTON,12M,12M,,441210248,GA Secretary of State Elections Division,,,,,
331210375,FULTON,12S,12S,,441210249,GA Secretary of State Elections Division,,,,,
331210376,FULTON,12T,12T,,441210250,GA Secretary of State Elections Division,,,,,
331230001,GILMER,BIG CREEK,,,441230001,GA Secretary of State Elections Division,,,,,
331230002,GILMER,BOARDTOWN,,,441230002,GA Secretary of State Elections Division,,,,,
331230003,GILMER,CARTECAY,,,441230003,GA Secretary of State Elections Division,,,,,
331230004,GILMER,CHERRY LOG,,,441230004,GA Secretary of State Elections Division,,,,,
331230005,GILMER,EAST ELLIJAY,,,441230005,GA Secretary of State Elections Division,,,,,
331230006,GILMER,ELLIJAY NORTH,,,441230006,GA Secretary of State Elections Division,,,,,
331230007,GILMER,ELLIJAY NORTHEAST,,,441230007,GA Secretary of State Elections Division,,,,,
331230008,GILMER,ELLIJAY SOUTH,,,441230008,GA Secretary of State Elections Division,,,,,
331230009,GILMER,LEACHES,,,441230009,GA Secretary of State Elections Division,,,,,
331230010,GILMER,MOUNTAINTOWN,,,441230010,GA Secretary of State Elections Division,,,,,
331230011,GILMER,TAILS CREEK,,,441230011,GA Secretary of State Elections Division,,,,,
331230012,GILMER,TOWN CREEK,,,441230012,GA Secretary of State Elections Division,,,,,
331230013,GILMER,YUKON,,,441230013,GA Secretary of State Elections Division,,,,,
331250001,GLASCOCK,EDGEHILL,,,441250001,GA Secretary of State Elections Division,,,,,
331250002,GLASCOCK,GIBSON,,,441250002,GA Secretary of State Elections Division,,,,,
331250003,GLASCOCK,MILL,,,441250003,GA Secretary of State Elections Division,,,,,
331250004,GLASCOCK,MITCHELL,,,441250004,GA Secretary of State Elections Division,,,,,
331270001,GLYNN,ABUNDANT LIFE,,,441270001,GA Secretary of State Elections Division,,,,,
331270002,GLYNN,BALLARD COMPLEX,,,441270002,GA Secretary of State Elections Division,,,,,
331270003,GLYNN,BURROUGHS MOLETTE,,,441270003,GA Secretary of State Elections Division,,,,,
331270004,GLYNN,C B GREER SCHOOL,,,441270004,GA Secretary of State Elections Division,,,,,
331270005,GLYNN,CAREER ACADEMY,,,441270005,GA Secretary of State Elections Division,,,,,
331270006,GLYNN,CHRISTIAN RENEWAL,,,441270006,GA Secretary of State Elections Division,,,,,
331270007,GLYNN,CITY REC BLDG,,,441270007,GA Secretary of State Elections Division,,,,,
331270008,GLYNN,COLLEGE PLACE A,,,441270008,GA Secretary of State Elections Division,,,,,
331270009,GLYNN,COLLEGE PLACE B,,,441270008,GA Secretary of State Elections Division,,,,,
331270010,GLYNN,FIRST BAPTIST,,,441270009,GA Secretary of State Elections Division,,,,,
331270011,GLYNN,GLYNDALE SCHOOL,,,441270010,GA Secretary of State Elections Division,,,,,
331270012,GLYNN,JEKYLL ISLAND,,,441270011,GA Secretary of State Elections Division,,,,,
331270013,GLYNN,MARSHES OF GLYNN,,,441270012,GA Secretary of State Elections Division,,,,,
331270014,GLYNN,NORTHSIDE CHURCH,,,441270013,GA Secretary of State Elections Division,,,,,
331270015,GLYNN,OGLETHORPE POINT,,,441270014,GA Secretary of State Elections Division,,,,,
331270016,GLYNN,SATILLA MARSH SCHOOL,,,441270015,GA Secretary of State Elections Division,,,,,
331270017,GLYNN,SE BAPTIST BLDG,,,441270016,GA Secretary of State Elections Division,,,,,
331270018,GLYNN,SELDEN PARK,,,441270017,GA Secretary of State Elections Division,,,,,
331270019,GLYNN,ST WILLIAMS CHURCH   ,,,441270018,GA Secretary of State Elections Division,,,,,
331270020,GLYNN,STERLING CH. OF GOD  ,,,441270019,GA Secretary of State Elections Division,,,,,
331270021,GLYNN,STERLING ELEMENTARY  ,,,441270020,GA Secretary of State Elections Division,,,,,
331290001,GORDON,CALHOUN CITY,,,441290001,GA Secretary of State Elections Division,,,,,
331290002,GORDON,FAIRMOUNT,,,441290002,GA Secretary of State Elections Division,,,,,
331290003,GORDON,GORDON COUNTY,,,441290003,GA Secretary of State Elections Division,,,,,
331290004,GORDON,LILY POND,,,441290004,GA Secretary of State Elections Division,,,,,
331290005,GORDON,OAKMAN,,,441290005,GA Secretary of State Elections Division,,,,,
331290006,GORDON,OOSTANAULA,,,441290006,GA Secretary of State Elections Division,,,,,
331290007,GORDON,PINE CHAPEL,,,441290007,GA Secretary of State Elections Division,,,,,
331290008,GORDON,PLAINVILLE,,,441290008,GA Secretary of State Elections Division,,,,,
331290009,GORDON,RANGER,,,441290009,GA Secretary of State Elections Division,,,,,
331290010,GORDON,RED BUD,,,441290010,GA Secretary of State Elections Division,,,,,
331290011,GORDON,RESACA,,,441290011,GA Secretary of State Elections Division,,,,,
331290012,GORDON,SONORAVILLE,,,441290012,GA Secretary of State Elections Division,,,,,
331290013,GORDON,SUGAR VALLEY,,,441290013,GA Secretary of State Elections Division,,,,,
331310001,GRADY,BLOWING CAVE,,,441310001,GA Secretary of State Elections Division,,,,,
331310002,GRADY,CAIRO 4TH DISTR,,,441310002,GA Secretary of State Elections Division,,,,,
331310003,GRADY,CAIRO 5TH DISTR,,,441310003,GA Secretary of State Elections Division,,,,,
331310004,GRADY,DUNCANVILLE,,,441310004,GA Secretary of State Elections Division,,,,,
331310005,GRADY,HIGDON,,,441310005,GA Secretary of State Elections Division,,,,,
331310006,GRADY,LIMESINK,,,441310006,GA Secretary of State Elections Division,,,,,
331310007,GRADY,MIDWAY,,,441310007,GA Secretary of State Elections Division,,,,,
331310008,GRADY,PINE PARK,,,441310008,GA Secretary of State Elections Division,,,,,
331310009,GRADY,RAGAN,,,441310009,GA Secretary of State Elections Division,,,,,
331310010,GRADY,SPENCE,,,441310010,GA Secretary of State Elections Division,,,,,
331310011,GRADY,SPRING HILL,,,441310011,GA Secretary of State Elections Division,,,,,
331310012,GRADY,WHIGHAM,,,441310012,GA Secretary of State Elections Division,,,,,
331310013,GRADY,WOODLAND,,,441310013,GA Secretary of State Elections Division,,,,,
331330001,GREENE,GREENSBORO,,,441330001,GA Secretary of State Elections Division,,,,,
331330002,GREENE,GRESHAMVILLE,,,441330002,GA Secretary of State Elections Division,,,,,
331330003,GREENE,LIBERTY,,,441330003,GA Secretary of State Elections Division,,,,,
331330004,GREENE,OLD SALEM,,,441330004,GA Secretary of State Elections Division,,,,,
331330005,GREENE,SILOAM,,,441330005,GA Secretary of State Elections Division,,,,,
331330006,GREENE,UNION POINT,,,441330006,GA Secretary of State Elections Division,,,,,
331330007,GREENE,WHITE PLAINS,,,441330007,GA Secretary of State Elections Division,,,,,
331330008,GREENE,WOODVILLE,,,441330008,GA Secretary of State Elections Division,,,,,
331350001,GWINNETT,BAYCREEK A,,,441350001,GA Secretary of State Elections Division,,,,,
331350002,GWINNETT,BAYCREEK B,,,441350002,GA Secretary of State Elections Division,,,,,
331350003,GWINNETT,BAYCREEK C,,,441350003,GA Secretary of State Elections Division,,,,,
331350004,GWINNETT,BAYCREEK D,,,441350004,GA Secretary of State Elections Division,,,,,
331350005,GWINNETT,BAYCREEK E,,,441350005,GA Secretary of State Elections Division,,,,,
331350006,GWINNETT,BAYCREEK F,,,441350006,GA Secretary of State Elections Division,,,,,
331350007,GWINNETT,BAYCREEK G,,,441350007,GA Secretary of State Elections Division,,,,,
331350008,GWINNETT,BAYCREEK H,,,441350008,GA Secretary of State Elections Division,,,,,
331350009,GWINNETT,BAYCREEK I,,,441350009,GA Secretary of State Elections Division,,,,,
331350010,GWINNETT,BAYCREEK J,,,441350010,GA Secretary of State Elections Division,,,,,
331350011,GWINNETT,BAYCREEK K,,,441350011,GA Secretary of State Elections Division,,,,,
331350012,GWINNETT,BERKSHIRE A,,,441350012,GA Secretary of State Elections Division,,,,,
331350013,GWINNETT,BERKSHIRE B,,,441350013,GA Secretary of State Elections Division,Didn't find Berkshire C,,,,
331350014,GWINNETT,BERKSHIRE D,,,441350014,GA Secretary of State Elections Division,,,,,
331350015,GWINNETT,BERKSHIRE E,,,441350015,GA Secretary of State Elections Division,,,,,
331350016,GWINNETT,BERKSHIRE F,,,441350016,GA Secretary of State Elections Division,,,,,
331350017,GWINNETT,BERKSHIRE G,,,441350017,GA Secretary of State Elections Division,,,,,
331350018,GWINNETT,BERKSHIRE H,,,441350018,GA Secretary of State Elections Division,,,,,
331350019,GWINNETT,BERKSHIRE J,,,441350019,GA Secretary of State Elections Division,,,,,
331350020,GWINNETT,BERKSHIRE L,,,441350020,GA Secretary of State Elections Division,,,,,
331350021,GWINNETT,BERKSHIRE M,,,441350021,GA Secretary of State Elections Division,,,,,
331350022,GWINNETT,BERKSHIRE N,,,441350022,GA Secretary of State Elections Division,,,,,
331350023,GWINNETT,BERKSHIRE O,,,441350023,GA Secretary of State Elections Division,,,,,
331350024,GWINNETT,BERKSHIRE P,,,441350024,GA Secretary of State Elections Division,,,,,
331350025,GWINNETT,BERKSHIRE Q,,,441350025,GA Secretary of State Elections Division,,,,,
331350026,GWINNETT,CATES A,,,441350026,GA Secretary of State Elections Division,,,,,
331350027,GWINNETT,CATES B,,,441350027,GA Secretary of State Elections Division,,,,,
331350028,GWINNETT,CATES C,,,441350028,GA Secretary of State Elections Division,,,,,
331350029,GWINNETT,CATES D,,,441350029,GA Secretary of State Elections Division,,,,,
331350030,GWINNETT,CATES E,,,441350030,GA Secretary of State Elections Division,,,,,
331350031,GWINNETT,CATES F,,,441350031,GA Secretary of State Elections Division,,,,,
331350032,GWINNETT,CATES G,,,441350032,GA Secretary of State Elections Division,,,,,
331350033,GWINNETT,CATES H,,,441350033,GA Secretary of State Elections Division,,,,,
331350034,GWINNETT,CATES I,,,441350034,GA Secretary of State Elections Division,,,,,
331350035,GWINNETT,CATES J,,,441350035,GA Secretary of State Elections Division,,,,,
331350036,GWINNETT,CATES K,,,441350036,GA Secretary of State Elections Division,,,,,
331350037,GWINNETT,CATES L,,,441350037,GA Secretary of State Elections Division,,,,,
331350038,GWINNETT,CATES M,,,441350038,GA Secretary of State Elections Division,,,,,
331350039,GWINNETT,CATES N,,,441350039,GA Secretary of State Elections Division,,,,,
331350040,GWINNETT,CATES O,,,441350040,GA Secretary of State Elections Division,,,,,
331350041,GWINNETT,DACULA,,,441350041,GA Secretary of State Elections Division,,,,,
331350042,GWINNETT,DULUTH A,,,441350042,GA Secretary of State Elections Division,,,,,
331350043,GWINNETT,DULUTH B,,,441350043,GA Secretary of State Elections Division,,,,,
331350044,GWINNETT,DULUTH C,,,441350044,GA Secretary of State Elections Division,,,,,
331350045,GWINNETT,DULUTH D,,,441350045,GA Secretary of State Elections Division,,,,,
331350046,GWINNETT,DULUTH E,,,441350046,GA Secretary of State Elections Division,,,,,
331350047,GWINNETT,DULUTH F,,,441350047,GA Secretary of State Elections Division,,,,,
331350048,GWINNETT,DULUTH G,,,441350048,GA Secretary of State Elections Division,,,,,
331350049,GWINNETT,DULUTH H,,,441350049,GA Secretary of State Elections Division,,,,,
331350050,GWINNETT,DULUTH I,,,441350050,GA Secretary of State Elections Division,,,,,
331350051,GWINNETT,DULUTH K,,,441350051,GA Secretary of State Elections Division,,,,,
331350052,GWINNETT,DUNCANS A,,,441350052,GA Secretary of State Elections Division,,,,,
331350053,GWINNETT,DUNCANS B,,,441350053,GA Secretary of State Elections Division,,,,,
331350054,GWINNETT,DUNCANS C,,,441350054,GA Secretary of State Elections Division,Not in voter file sample!,,,,
331350055,GWINNETT,DUNCANS D,,,441350055,GA Secretary of State Elections Division,Not in voter file sample!,,,,
331350056,GWINNETT,GARNERS A,,,441350056,GA Secretary of State Elections Division,,,,,
331350057,GWINNETT,GARNERS B,,,441350057,GA Secretary of State Elections Division,,,,,
331350058,GWINNETT,GARNERS C,,,441350058,GA Secretary of State Elections Division,,,,,
331350059,GWINNETT,GARNERS D,,,441350059,GA Secretary of State Elections Division,,,,,
331350060,GWINNETT,GARNERS F,,,441350060,GA Secretary of State Elections Division,,,,,
331350061,GWINNETT,GOODWINS A,,,441350061,GA Secretary of State Elections Division,,,,,
331350062,GWINNETT,GOODWINS B,,,441350062,GA Secretary of State Elections Division,,,,,
331350063,GWINNETT,GOODWINS C,,,441350063,GA Secretary of State Elections Division,,,,,
331350064,GWINNETT,GOODWINS D,,,441350064,GA Secretary of State Elections Division,,,,,
331350065,GWINNETT,GOODWINS E,,,441350065,GA Secretary of State Elections Division,,,,,
331350066,GWINNETT,GOODWINS F,,,441350066,GA Secretary of State Elections Division,,,,,
331350067,GWINNETT,GOODWINS G,,,441350067,GA Secretary of State Elections Division,,,,,
331350068,GWINNETT,GOODWINS H,,,441350068,GA Secretary of State Elections Division,,,,,
331350069,GWINNETT,GOODWINS I,,,441350069,GA Secretary of State Elections Division,,,,,
331350070,GWINNETT,HARBINS A,,,441350070,GA Secretary of State Elections Division,,,,,
331350071,GWINNETT,HARBINS B,,,441350071,GA Secretary of State Elections Division,,,,,
331350072,GWINNETT,HARBINS C,,,441350072,GA Secretary of State Elections Division,,,,,
331350073,GWINNETT,HOG MOUNTAIN A,,,441350073,GA Secretary of State Elections Division,,,,,
331350074,GWINNETT,HOG MOUNTAIN B,,,441350074,GA Secretary of State Elections Division,,,,,
331350075,GWINNETT,HOG MOUNTAIN C,,,441350075,GA Secretary of State Elections Division,,,,,
331350076,GWINNETT,HOG MOUNTAIN D,,,441350076,GA Secretary of State Elections Division,Not in voter file sample!,,,,
331350077,GWINNETT,LAWRENCEVILLE A,,,441350077,GA Secretary of State Elections Division,,,,,
331350078,GWINNETT,LAWRENCEVILLE B,,,441350078,GA Secretary of State Elections Division,,,,,
331350079,GWINNETT,LAWRENCEVILLE C,,,441350079,GA Secretary of State Elections Division,,,,,
331350080,GWINNETT,LAWRENCEVILLE D,,,441350080,GA Secretary of State Elections Division,,,,,
331350081,GWINNETT,LAWRENCEVILLE E,,,441350081,GA Secretary of State Elections Division,,,,,
331350082,GWINNETT,LAWRENCEVILLE F,,,441350082,GA Secretary of State Elections Division,,,,,
331350083,GWINNETT,LAWRENCEVILLE G,,,441350083,GA Secretary of State Elections Division,,,,,
331350084,GWINNETT,LAWRENCEVILLE H,,,441350084,GA Secretary of State Elections Division,,,,,
331350085,GWINNETT,LAWRENCEVILLE I,,,441350085,GA Secretary of State Elections Division,,,,,
331350086,GWINNETT,LAWRENCEVILLE J,,,441350086,GA Secretary of State Elections Division,,,,,
331350087,GWINNETT,LAWRENCEVILLE K,,,441350087,GA Secretary of State Elections Division,,,,,
331350088,GWINNETT,LAWRENCEVILLE L,,,441350088,GA Secretary of State Elections Division,,,,,
331350089,GWINNETT,LAWRENCEVILLE M,,,441350089,GA Secretary of State Elections Division,,,,,
331350090,GWINNETT,LAWRENCEVILLE N,,,441350090,GA Secretary of State Elections Division,,,,,
331350091,GWINNETT,MARTINS A,,,441350091,GA Secretary of State Elections Division,,,,,
331350092,GWINNETT,MARTINS B,,,441350092,GA Secretary of State Elections Division,,,,,
331350093,GWINNETT,MARTINS C,,,441350093,GA Secretary of State Elections Division,,,,,
331350094,GWINNETT,MARTINS D,,,441350094,GA Secretary of State Elections Division,,,,,
331350095,GWINNETT,MARTINS E,,,441350095,GA Secretary of State Elections Division,,,,,
331350096,GWINNETT,MARTINS F,,,441350096,GA Secretary of State Elections Division,,,,,
331350097,GWINNETT,MARTINS G,,,441350097,GA Secretary of State Elections Division,,,,,
331350098,GWINNETT,MARTINS H,,,441350098,GA Secretary of State Elections Division,,,,,
331350099,GWINNETT,MARTINS I,,,441350099,GA Secretary of State Elections Division,,,,,
331350100,GWINNETT,MARTINS J,,,441350100,GA Secretary of State Elections Division,,,,,
331350101,GWINNETT,MARTINS K,,,441350101,GA Secretary of State Elections Division,,,,,
331350102,GWINNETT,PINCKNEYVILLE A,,,441350102,GA Secretary of State Elections Division,,,,,
331350103,GWINNETT,PINCKNEYVILLE A1,,,441350103,GA Secretary of State Elections Division,,,,,
331350104,GWINNETT,PINCKNEYVILLE B,,,441350104,GA Secretary of State Elections Division,,,,,
331350105,GWINNETT,PINCKNEYVILLE C,,,441350105,GA Secretary of State Elections Division,,,,,
331350106,GWINNETT,PINCKNEYVILLE D,,,441350106,GA Secretary of State Elections Division,,,,,
331350107,GWINNETT,PINCKNEYVILLE E,,,441350107,GA Secretary of State Elections Division,,,,,
331350108,GWINNETT,PINCKNEYVILLE F,,,441350108,GA Secretary of State Elections Division,,,,,
331350109,GWINNETT,PINCKNEYVILLE H,,,441350109,GA Secretary of State Elections Division,"Didn't find Precinct ""G"" (039)",,,,
331350110,GWINNETT,PINCKNEYVILLE I,,,441350110,GA Secretary of State Elections Division,,,,,
331350111,GWINNETT,PINCKNEYVILLE J,,,441350111,GA Secretary of State Elections Division,,,,,
331350112,GWINNETT,PINCKNEYVILLE K,,,441350112,GA Secretary of State Elections Division,,,,,
331350113,GWINNETT,PINCKNEYVILLE L,,,441350113,GA Secretary of State Elections Division,,,,,
331350114,GWINNETT,PINCKNEYVILLE M,,,441350114,GA Secretary of State Elections Division,,,,,
331350115,GWINNETT,PINCKNEYVILLE N,,,441350115,GA Secretary of State Elections Division,,,,,
331350116,GWINNETT,PINCKNEYVILLE O,,,441350116,GA Secretary of State Elections Division,,,,,
331350117,GWINNETT,PINCKNEYVILLE P,,,441350117,GA Secretary of State Elections Division,"Didn't find Precinct ""R"" (078)",,,,
331350118,GWINNETT,PINCKNEYVILLE Q,,,441350118,GA Secretary of State Elections Division,,,,,
331350119,GWINNETT,PINCKNEYVILLE S,,,441350119,GA Secretary of State Elections Division,,,,,
331350120,GWINNETT,PINCKNEYVILLE T,,,441350120,GA Secretary of State Elections Division,,,,,
331350121,GWINNETT,PINCKNEYVILLE U,,,441350121,GA Secretary of State Elections Division,,,,,
331350122,GWINNETT,PINCKNEYVILLE V,,,441350122,GA Secretary of State Elections Division,,,,,
331350123,GWINNETT,PINCKNEYVILLE W,,,441350123,GA Secretary of State Elections Division,,,,,
331350124,GWINNETT,PINCKNEYVILLE X,,,441350124,GA Secretary of State Elections Division,,,,,
331350125,GWINNETT,PINCKNEYVILLE Y,,,441350125,GA Secretary of State Elections Division,,,,,
331350126,GWINNETT,PINCKNEYVILLE Z,,,441350126,GA Secretary of State Elections Division,,,,,
331350127,GWINNETT,PUCKETTS A,,,441350127,GA Secretary of State Elections Division,,,,,
331350128,GWINNETT,PUCKETTS B,,,441350128,GA Secretary of State Elections Division,,,,,
331350129,GWINNETT,PUCKETTS C,,,441350129,GA Secretary of State Elections Division,,,,,
331350130,GWINNETT,PUCKETTS D,,,441350130,GA Secretary of State Elections Division,,,,,
331350131,GWINNETT,PUCKETTS E,,,441350131,GA Secretary of State Elections Division,Wasn't in voter file sample!,,,,
331350132,GWINNETT,ROCKBRIDGE A,,,441350132,GA Secretary of State Elections Division,,,,,
331350133,GWINNETT,ROCKBRIDGE B,,,441350133,GA Secretary of State Elections Division,,,,,
331350134,GWINNETT,ROCKBRIDGE C,,,441350134,GA Secretary of State Elections Division,,,,,
331350135,GWINNETT,ROCKBRIDGE D,,,441350135,GA Secretary of State Elections Division,,,,,
331350136,GWINNETT,ROCKBRIDGE E,,,441350136,GA Secretary of State Elections Division,,,,,
331350137,GWINNETT,ROCKBRIDGE F,,,441350137,GA Secretary of State Elections Division,,,,,
331350138,GWINNETT,ROCKBRIDGE G,,,441350138,GA Secretary of State Elections Division,,,,,
331350139,GWINNETT,ROCKYCREEK A,,,441350139,GA Secretary of State Elections Division,,,,,
331350140,GWINNETT,ROCKYCREEK B,,,441350140,GA Secretary of State Elections Division,,,,,
331350141,GWINNETT,ROCKYCREEK C,,,441350141,GA Secretary of State Elections Division,,,,,
331350142,GWINNETT,SUGAR HILL A,,,441350142,GA Secretary of State Elections Division,,,,,
331350143,GWINNETT,SUGAR HILL B,,,441350143,GA Secretary of State Elections Division,,,,,
331350144,GWINNETT,SUGAR HILL C,,,441350144,GA Secretary of State Elections Division,,,,,
331350145,GWINNETT,SUGAR HILL D,,,441350145,GA Secretary of State Elections Division,,,,,
331350146,GWINNETT,SUGAR HILL E,,,441350146,GA Secretary of State Elections Division,,,,,
331350147,GWINNETT,SUGAR HILL F,,,441350147,GA Secretary of State Elections Division,,,,,
331350148,GWINNETT,SUGAR HILL G,,,441350148,GA Secretary of State Elections Division,,,,,
331350149,GWINNETT,SUWANEE A,,,441350149,GA Secretary of State Elections Division,,,,,
331350150,GWINNETT,SUWANEE B,,,441350150,GA Secretary of State Elections Division,,,,,
